4546572015@Theni- Madurai, India@9.9321764@78.0845602
1581044192@New Luce, United Kingdom@54.94346@-4.85198
2660699293@Zulia, Venezuela@10.0272@-71.61617
3781394846@Caa Cati, Argentina@10.0272@-71.61617
4365427178@Nagapattinam- Thanjavur, India@10.742688@79.132853
4880486106@Batman, Turkey@37.8895167@41.1292832
5890656468@Arboga, Sweden@59.39616@15.84136
7495944842@Badarwas- Shivpuri, India@24.97747@77.56662
8292806103@Barkhan, Pakistan@29.96111@69.48266
8968952672@Iyomishima- Ehime, Japan@33.979679@133.542648
9581852138@Candelaria Loxicha, Mexico@15.92622@-96.49179
1423410086@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1928229292@Runcorn, United Kingdom@53.34161@-2.73181
3634044046@Volodymyrets, Ukraine@51.4195@26.1407
3946304842@Kyzyl-Suu (Jety-Oguz district), Kyrgyz Republic@41.20554@74.779899
4264022672@Tiaong, Philippines@13.9540912@121.3392626
1423409781@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423409781@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423409781@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8352397654@Cheboksary, Russian Federation@56.110594@47.25117
9959511660@Haripur, Pakistan@34.01619@72.91096
1436621246@Helensburgh, United Kingdom@56.00685@-4.73188
1423411337@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3757699134@Puerto Iguazu, Argentina@54.09406@-1.49473
4512279108@Hässleholm, Sweden@54.09406@-1.49473
1423415036@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6588494478@Jagarnathpur- Jamshedpur, India@22.8273161@86.1102851
9438473670@Fredrika, Sweden@22.8273161@86.1102851
1183910787@Reading, United Kingdom@51.45352@-0.96301
1423411330@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
7007174246@Chitungwiza, Zimbabwe@-18.0235@31.05677
7399626391@Amatlan De Quetzalcoatl, Mexico@18.9788888@-99.0363888
8277698593@Iwakuni- Yamaguchi, Japan@34.22506@132.064636
1423411340@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1065820918@Johannesburg, South Africa@-26.20489@28.04001
1948886390@Whitchurch, United Kingdom@52.968716@-2.682045
2759220141@Lakhtar- Surendranagar, India@22.85299@71.78728
6457880065@Korha- Katihar, India@25.61636@87.42005
7901484795@Kanzaki District- Hyogo, Japan@35.056607@134.781845
1457949092@Glossop, United Kingdom@53.44333@-1.94595
1423408119@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
5726393519@Babai, Ukraine@49.89262@36.20252
6945966010@Agua Caliente De Garate (Agua Caliente), Mexico@19.4098@-99.07308
1423409028@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8910980787@Nakhichevan, Russian Federation@61.521403@-74.679494
9740606287@Naoiri District- Oita, Japan@33.22738@131.501167
1423409028@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
2450001267@Carabobo, Venezuela@10.1176433@-68.0477509
1431964827@Helmsdale, United Kingdom@58.11574@-3.65111
1436639117@Helensburgh, United Kingdom@56.00685@-4.73188
1423408744@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4885015193@Kunnamkulam- Trichur, India@10.51672@76.2164
5452194103@Lypova Dolyna, Ukraine@50.56617@33.78508
7880284437@Durg- Durg, India@21.18971@81.28447
8367444436@Marriyskaya region, Russian Federation@21.18971@81.28447
9776241971@Korpilombolo, Sweden@66.8532@23.0563
1423408744@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423408745@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
2912672405@Geras, Austria@48.7972@15.67524
3922654436@Karakol, Kyrgyz Republic@42.482121@78.39566
5119084433@Da Nang, Viet Nam@16.07138@108.22093
5955984107@Warffum, Netherlands@53.3922@6.55083
7364853478@Shajapur- Shajapur, India@23.41997@76.28072
1423408744@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9228604437@Modhupur, Bangladesh@22.5667@90.183296
1423408745@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423408745@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4448945105@Kerki, Turkmenistan@38.05111@64.90678
1423408745@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
7387314105@El Tweisha, Sudan@13.316641@30.336371
1423411038@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423408744@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1000015768@Johannesburg, South Africa@-26.20489@28.04001
4745653235@Khrystynivka, Ukraine@48.8117212@29.9738949
6538246578@Torpa- Ranchi, India@22.94195@85.09584
7490957753@Pohari- Shivpuri, India@25.53379@77.37927
8982113108@Imabari- Ehime, Japan@34.02232@132.937637
1423831395@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423408184@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
2945103103@Lippstadt-Benninghausen, Germany@51.6550275@8.242138599999999
1423550690@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3910434676@Krasnoyarsk region, Russian Federation@54.09406@-1.49473
3244249496@Drohobych, Ukraine@49.348541@23.51647
5530129495@Kalanchak, Ukraine@46.2559467@33.2989663
6920641909@Bilokamiansk, Ukraine@44.599998@33.599998
1423470717@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1478769498@Isle of Skye - Portree, United Kingdom@57.41276@-6.19607
7338206266@Melliet, Sudan@13.316641@30.336371
1430949925@North Cave / Market Weighton, United Kingdom@53.8473022@-0.6372897
9444747146@Dir (upper), Pakistan@30.44185@69.359701
1223981714@Cambridge, United Kingdom@52.2098@0.11148
1937469493@Wetherby, United Kingdom@53.92799@-1.3868
1423408185@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3830836198@Champai-Ii (Chiapui)- Mizoram (Aizwal), India@23.74675@92.718559
3904897143@Haldensleben, Germany@23.74675@92.718559
2118961313@Walchandnagar- Pune, India@18.52705@73.88613
1435927403@Heathfield, United Kingdom@50.9667401@0.2564428
7434203132@Pirawa (Raipur)- Jhalawar, India@24.413@76.1859
7971203136@Ahuacatlan, Mexico@21.0533791@-104.4810648
1423437691@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1352392167@Mold, United Kingdom@53.16388@-3.13992
1950533132@Sandwick, United Kingdom@58.205614@-6.355565899999999
2646173137@Ankleshwar- Bharuch, India@21.63528@73.01747
4600369475@Palanga, Lithuania@21.63528@73.01747
1435585531@Heathfield, United Kingdom@50.9667401@0.2564428
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1427835316@Gainsborough, United Kingdom@53.39592@-0.77281
7949761313@Rainbach im Mühlkreis, Austria@53.39592@-0.77281
1426418954@Jamwa-Ramgarh (Achrol)- Jaipur, India@27.1418@75.963058
7237713138@Marigaon- Yeotmal, India@20.393276@78.128006
1081565172@Johannesburg, South Africa@-26.20489@28.04001
1814662487@Spijkenisse, Netherlands@51.84958@4.32509
4465831773@Borova, Ukraine@50.1758214@30.1017634
4810673134@Masaka, Uganda@-0.34316@31.73666
6499442486@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
5270351818@Bikapur- Faizabad, India@26.59604@82.1326
6402971818@Krokom, Sweden@63.3262424@14.4486544
7112531818@Katol- Nagpur, India@21.27591@78.58681
7434971818@Pirawa (Raipur)- Jhalawar, India@24.413@76.1859
8953831818@Guandzha, Russian Federation@61.521403@-74.679494
1032471818@Johannesburg, South Africa@-26.20489@28.04001
2225021818@Meckenheim Rheinl, Germany@50.6258878@7.0319507
5370341818@Palmitas, Uruguay@-33.51093@-57.80736
6337791818@Arwal- Gaya, India@NA@NA
7908871818@Kanzaki District- Hyogo, Japan@35.056607@134.781845
8890111818@Agawa District- Kochi, Japan@33.637329@133.243988
5270841818@Bikapur- Faizabad, India@26.59604@82.1326
3901576692@Salzwedel, Germany@52.85088@11.1605
1423408309@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6273937203@Vuhledar, Ukraine@47.77954@37.24996
7447637203@Gaflenz, Austria@47.89569@14.7229
8516927202@Dronachalam- Kurnool, India@15.395984@77.8727193
1376683034@Braintree, United Kingdom@51.87776@0.55324
2304737203@Schwerte, Germany@NA@NA
1423412110@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6270797202@Parral- Chih., Mexico@27.105709@-105.633881
7210731631@Ixtapan De La Sal, Mexico@18.84441@-99.67595
1430248823@North Cave / Market Weighton, United Kingdom@NA@NA
9581777045@Candelaria Loxicha, Mexico@15.92622@-96.49179
1223262245@Cambridge, United Kingdom@52.2098@0.11148
2110237205@Vinh Phuc, Viet Nam@NA@NA
3546461720@Kremenets, Ukraine@NA@NA
4573023036@Rameshwaram- Karaikudi, India@10.07097@78.760163
6726287202@Jajapur Road- Cuttack, India@20.464874@85.866405
7912332016@Aioi- Hyogo, Japan@34.837879@134.456116
8978008082@Arcabuz, Mexico@34.837879@134.456116
1427210424@Gainsborough, United Kingdom@53.39592@-0.77281
1308397206@Bridport, United Kingdom@50.73359@-2.75799
2715177206@Viramgam- Ahmedabad, India@23.13508@72.04046
4453017209@Darganata, Turkmenistan@40.85358@61.97246899999999
1423407618@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
7592997203@Vidisha- Vidisha, India@23.5251102@77.8081363
9502407022@Lycksele, Sweden@64.59402@18.67817
1563281215@Kilmarnock, United Kingdom@55.60881@-4.50964
1429002033@Hartlepool, United Kingdom@54.68538@-1.21322
7426107866@Sitamau- Mandsaur, India@24.01383@75.35396
1423407741@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1434103835@Bellingham / Haltwhistle / Hexham, United Kingdom@54.96908@-2.107185
1423411627@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407365@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407365@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423408811@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1425638857@Ringwood, United Kingdom@50.84646@-1.79342
1425394939@Ringwood, United Kingdom@50.84646@-1.79342
1424532660@Hastings, United Kingdom@50.85711@0.57787
1424896732@Hastings, United Kingdom@50.85711@0.57787
1699648603@Guba, Azerbaijan@41.36136@48.51804
1423755258@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423411986@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3411337864@Udmurtija, Russian Federation@57.200266@52.7806
4724997867@Cherkasy, Ukraine@49.44029@32.06318
5963553053@Bageshwar- Almora, India@29.8403606@79.769426
8526627862@Nasirnagar, Bangladesh@24.17623@91.17413
3008235265@Kungsbacka, Sweden@57.48923@12.07849
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6974875184@Angostura, Mexico@25.3679709@-108.1591316
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1378267203@Setana District- Hokkaido, Japan@42.44498@140.0943
2865463235@Raesfeld, Germany@51.7702593@6.8392979
4446358186@Kerki, Turkmenistan@38.05111@64.90678
1389985932@Dumbarton, United Kingdom@55.94317@-4.57011
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9431261812@Fredrika, Sweden@54.09406@-1.49473
1893183235@Nurpur- Kangra (Dharamsala), India@32.097451@76.271766
4519893235@Hässleholm, Sweden@32.097451@76.271766
6803339163@Sveg, Sweden@32.097451@76.271766
7514318186@Ahuehuetzingo, Mexico@18.4874999@-98.63638879999999
8364465679@Marriyskaya region, Russian Federation@18.4874999@-98.63638879999999
1423408020@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1414818323@Glasgow, United Kingdom@55.85782@-4.24253
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4873038504@Sankt Jakob in Defereggen, Austria@46.91666@12.33056
5659781812@Murgap, Turkmenistan@37.49524@61.97859
7226444804@Dharani- Amravati, India@21.3672@77.47206
1360614199@Killearn, United Kingdom@56.04531@-4.37675
1423409169@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6372489168@Chirundu, Zimbabwe@-16.04311@28.86339
1423407403@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8775569168@Adigeya, Russian Federation@61.521403@-74.679494
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1276201619@Camberley, United Kingdom@51.33625@-0.73424
1428714625@Haslemere, United Kingdom@51.0888@-0.70877
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6976765184@Angostura, Mexico@25.3679709@-108.1591316
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1379517203@Diss, United Kingdom@52.37352@1.11029
2865973235@Raesfeld, Germany@51.7702593@6.8392979
4446868186@Kerki, Turkmenistan@38.05111@64.90678
1389985932@Dumbarton, United Kingdom@55.94317@-4.57011
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9432351812@Fredrika, Sweden@54.09406@-1.49473
1894373235@Palampur- Kangra (Dharamsala), India@32.111542@76.540314
4521443235@Ordu, Turkey@40.986166@37.879721
6804339163@Sveg, Sweden@40.986166@37.879721
7515478186@Ahuehuetzingo, Mexico@18.4874999@-98.63638879999999
8365615679@Marriyskaya region, Russian Federation@18.4874999@-98.63638879999999
1423408020@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1415758323@Glasgow, United Kingdom@55.85782@-4.24253
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4874208504@Virgen, Austria@47.00333@12.45723
5660621812@Sakarchagi, Turkmenistan@37.66043@61.64961
7227444804@Chandurbazar- Amravati, India@21.23766@77.74691
1362984199@Dereham, United Kingdom@52.68023@0.94491
1423409169@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
6373349168@Chirundu, Zimbabwe@-16.04311@28.86339
1423407403@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8776819168@Adigeya, Russian Federation@61.521403@-74.679494
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1276991619@Camberley, United Kingdom@51.33625@-0.73424
1428714625@Haslemere, United Kingdom@51.0888@-0.70877
8392265122@Bellary- Bellary, India@15.1393932@76.9214428
9674919178@Candelaria- La, Mexico@18.1845319@-91.04185679999999
1218788508@Birmingham, United Kingdom@52.47868@-1.90848
1580771202@Cranbrook, United Kingdom@51.09651@0.53522
1425683124@Ringwood, United Kingdom@50.84646@-1.79342
2851818107@Rees, Germany@51.76143@6.39407
3416605189@Udmurtija, Russian Federation@57.200266@52.7806
5604472394@Eloten, Turkmenistan@37.2944409@62.3682506
1423407421@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8829474842@Bhimadole- Eluru, India@16.822599@81.262657
9421398177@Dorotea, Sweden@64.262@16.41513
1552982028@Hanumangarh- Sriganganagar, India@29.88678@73.89223
3809262626@Sagalee- Arunachal Pradesh (Zero), India@27.60182@93.820851
5453214695@Krolevets, Ukraine@51.5489435@33.3860497
5786645599@Epe, Netherlands@52.352@5.9864
7768403372@Saranggarh- Raigarh, India@21.58612@83.07724
1236996198@Coatbridge, United Kingdom@55.85901@-4.03605
1601279566@Kharar- Ropar, India@30.746861@76.645653
2116747138@Vinh Phuc, Viet Nam@21.3608805@105.5474373
2759378139@Lakhtar- Surendranagar, India@22.85299@71.78728
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
5111074155@Akbarpur- Kanpur, India@26.38064@79.95755
1090513883@Johannesburg, South Africa@-26.20489@28.04001
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
7673761812@Nagod- Satna, India@24.5734@80.58603
8463135184@Armoor- Nizamabad, India@18.78975@78.28874
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
9646333235@Buenos Aires, Mexico@19.4052965@-99.1504583
1488859163@Hungerford, United Kingdom@51.41349@-1.51593
2639158186@Anhausen Kr Neuwied, Germany@50.4361866@7.4664546
1389985932@Dumbarton, United Kingdom@55.94317@-4.57011
5364988022@Mashivka, Ukraine@49.44379@34.87116
5779791812@Conchillas, Uruguay@-34.16302@-58.03266
6493133522@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
7397051812@Amatlan De Quetzalcoatl, Mexico@18.9788888@-99.0363888
8225205679@Cowdahalli- Mysore, India@12.24353@76.61243
9117675184@Piteå, Sweden@12.24353@76.61243
9985647276@Kohistan, Pakistan@30.44185@69.359701
1105285029@Barda, Azerbaijan@40.37498@47.12232
2228475743@Remagen-Rolandseck, Germany@50.6300257@7.2081982
1423407550@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3537778599@Baetovo (Ak-Tala district), Kyrgyz Republic@41.403141@75.05648
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4882143134@Batman, Turkey@37.8895167@41.1292832
5528833234@Colonia Piamontesa, Uruguay@-34.35648@-57.30127
5946738594@Haldwani-I- Nainital, India@29.2182644@79.5129767
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8411848186@Tanduru- Hyderabad, India@17.41141@78.48479
8791913052@Pyatigorsk, Russian Federation@44.047119@43.022018
1423419527@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9555425619@Higashimatsuura District- Saga, Japan@33.475145@129.866532
1423407482@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1423407781@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1577462157@Kinross, United Kingdom@56.21123@-3.42547
1423408437@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1213953059@Birmingham, United Kingdom@52.47868@-1.90848
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
7674901812@Maihar- Satna, India@24.25997@80.7621
8464125184@Madnur- Nizamabad, India@18.49308@77.609077
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
9647633235@Buenos Aires, Mexico@19.4052965@-99.1504583
1489609163@Bishops Waltham, United Kingdom@50.95483@-1.21199
2639888186@Anhausen Kr Neuwied, Germany@50.4361866@7.4664546
1389985932@Dumbarton, United Kingdom@55.94317@-4.57011
5366718022@Kitashitara District- Aichi, Japan@35.12504@137.633637
5780871812@Epe, Netherlands@52.352@5.9864
6494233522@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
7398001812@Amatlan De Quetzalcoatl, Mexico@18.9788888@-99.0363888
8226275679@Chamrajnagar- Mysore, India@12.30896@76.65322
9118375184@Piteå, Sweden@12.30896@76.65322
9986257276@Kohistan, Pakistan@30.44185@69.359701
1106375029@Barda, Azerbaijan@40.37498@47.12232
2229355743@Juan Maria Gutierrez, Argentina@-34.8310245@-58.1759847
1423407550@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3538588599@Orenburg region, Russian Federation@54.09406@-1.49473
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
4883213134@Batman, Turkey@37.8895167@41.1292832
5529603234@Colonia Piamontesa, Uruguay@-34.35648@-57.30127
5947508594@Kashipur- Nainital, India@29.2104232@78.9618845
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8412498186@Penza, Russian Federation@53.203819@44.99931
8793053052@Pyatigorsk, Russian Federation@44.047119@43.022018
1423419527@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9556455619@Higashimatsuura District- Saga, Japan@33.475145@129.866532
1423407482@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
